ident,type,name,municipality,iata_code
BR-0851,small_airport,Fazenda ChapadÃ£o Airport,Guarda-Mor,
BR-0853,small_airport,Fazenda Santa Eulina Airstrip,CorumbÃ¡,
BR-0855,small_airport,Asa Branca Airport,TubarÃ£o,
BR-0856,small_airport,Coroa do AviÃ£o Airport,Igarassu,
BR-0857,small_airport,Fazenda Santa Marina II Airport,Campo Grande,
BR-0858,small_airport,Fazenda Estiva Airport,Maracaju,
BR-0859,small_airport,Sunset Airfield,SÃ£o Francisco de Paula,
BR-0860,small_airport,Fazenda Bom Jesus Airport,Pedra Preta,
BR-0863,small_airport,Fazenda Patropi,SÃ£o FÃ©lix do Xingu,
BR-0866,small_airport,Alberi Juliani Airport,Lagoa da ConfusÃ£o,
BR-0867,small_airport,Rumenos Sarkis SimÃ£o Airport,Padre Bernardo,
BR-0871,small_airport,Pista Aldeia KenjdÃ£,Altamira,
BR-0872,small_airport,Asa Branca Heliport,GravatÃ¡,
BR-0874,small_airport,Fazenda Serra Grande Airport,Ribeiro GonÃ§alves,
BR-0875,small_airport,AgropecuÃ¡ria SÃ£o Bernardo Airport,SÃ£o Miguel das MissÃµes,
BR-0885,small_airport,Fazenda Ouro Verde Airport,Juscimeira,
BR-0886,small_airport,Tom AviaÃ§Ã£o AgrÃ­cola Ltda. Airstrip,ItÃ¡polis,
BR-0888,small_airport,Celeiro 1 Airport,Jaborandi,
BR-0889,small_airport,Fazenda Dona Chica Airport,OsÃ³rio,
BR-0890,small_airport,Fazenda Santa FÃ© Airport,Guia Lopes da Laguna,
BR-0893,small_airport,Fazenda MarrecÃ£o Airport,SÃ£o Miguel do GuaporÃ©,
BR-0894,small_airport,Fazenda ParaÃ­so Airport,Alfenas,
BR-0896,small_airport,RibeirÃ£o Cascalheira Airstrip,RibeirÃ£o Cascalheira,
BR-0897,small_airport,AntÃ´nio Costa da Silva,JuruÃ¡,
BR-0898,small_airport,Pousada PirÃ¡-AÃ§u Airstrip,ApuÃ­,
BR-0899,small_airport,Pousada Amazon Roosevelt Airport,Novo AripuanÃ£,
BR-0901,small_airport,Fazenda GaÃºcha Airport,Campo Novo Do Parecis,
BR-0902,small_airport,Fazenda Mina de Ouro Airport,Paranatinga,
BR-0904,small_airport,Fazenda SÃ£o Francisco Airport,IndiavaÃ­,
BR-0905,small_airport,Sesc Serra Azul Airport,RosÃ¡rio Oeste,
BR-0906,small_airport,Fazenda Rio XingÃº Airport,Santa Cruz do Xingu,
BR-0907,small_airport,Fazenda Nascente Airport,Jaciara,
BR-0908,small_airport,Fazenda Eldorado Airport,GaÃºcha do Norte,
BR-0912,small_airport,Fazenda Cambay Airstrip,Juti,
BR-0913,small_airport,Fazenda Capuame Airstrip,CamaÃ§ari,
BR-0914,small_airport,Fazenda Tupancy Airport,Sapezal,
BR-0915,small_airport,Fazenda VitÃ³ria Airport,Rio Verde de Mato Grosso,
BR-0916,small_airport,Fazenda Retimar Airport,Iguatemi,
BR-0917,small_airport,VÃ´ Amantino Airport,ClÃ¡udia,
BR-0918,small_airport,Fazenda Santa Paula Airport,CÃ¡ceres,
BR-0919,small_airport,Fazenda Bang Bang Airport,SÃ£o JosÃ© do Xingu,
BR-0920,small_airport,Cialne IrauÃ§uba Airstrip,IrauÃ§uba,
BR-0921,small_airport,Fazenda JK Airport,Comodoro,
BR-0923,small_airport,Dal Molin Airport,Santa Izabel do Oeste,
BR-0925,small_airport,Fazenda Rosa do Deserto Airstrip,UbaÃ­ra,
BR-0926,small_airport,Tabuleiro V Airport,Correntina,
BR-0927,small_airport,JH Sementes Airport,Correntina,
BR-0929,small_airport,Fazenda Flor da Serra Airport,Jaborandi,
BR-0932,small_airport,Flights Ranch Airstrip,Santana,
BR-0933,small_airport,Areia Branca Airport,Alto Araguaia,
BR-0934,small_airport,Fazenda Ãgua Boa Airport,AnastÃ¡cio,
BR-0935,small_airport,Fazenda SararÃ© Airport,Conquista d`Oeste,
BR-0936,small_airport,Fazenda Vista Linda  Airport,Mucuri,
BR-0938,small_airport,Fazenda BelizÃ¡rio Airport,RiachÃ£o das Neves,
BR-0939,small_airport,Big Master Airport,TangarÃ¡ da Serra,
BR-0941,small_airport,Fazenda Santa Clara Airport,Bom Jesus,
BR-0942,small_airport,Fazenda Tabaroa Airport,Ãguas de Santa BÃ¡rbara,
BR-0945,small_airport,Dois Rios Airport,HumaitÃ¡,
BR-0946,small_airport,Fazenda Santo Expedito IV Airport,Rio Sono,
BR-0949,small_airport,Fazenda Imperial Airport,SebastiÃ£o Leal,
BR-0952,small_airport,Fazenda Siriema Airport,Santo AntÃ´nio do Leverger,
BR-0953,small_airport,AviaÃ§Ã£o AgrÃ­cola Manain Airport,Sinop,
BR-0954,small_airport,Fazenda Morro Vermelho Airport,RibeirÃ£o Claro,
BR-0955,small_airport,Fazenda CalifÃ³rnia Airstrip,CamapuÃ£,
BR-0957,small_airport,Asas do Ar Airport,BrasÃ­lia,
BR-0958,small_airport,Campo Nuic,Bom Jardim da Serra,
BR-0961,small_airport,Fazenda Bela Vista do Caronal Airstrip,CorumbÃ¡,
BR-0962,small_airport,TamanduÃ¡ Bandeira - MC Airstrip,Ribas do Rio Pardo,
BR-0964,small_airport,Comandante Nelinho Airport,AraranguÃ¡,
BR-0966,small_airport,Fazenda Santa Rosa Airport,CÃ¡ceres,
BR-0967,small_airport,Fazenda Grupo Nissey Airport,CÃ¡ceres,
BR-0969,small_airport,Fazenda Nova BaÃºs Airport,Mineiros,
BR-0971,small_airport,Fazenda Primavera Airport,Canavieiras,
BR-0974,small_airport,Suinobras Airport,Diamantino,
BR-0975,small_airport,Fazenda OnÃ§a Parda Airport,Novo Horizonte do Sul,
BR-0976,small_airport,Fazenda Porto Velho Airport,Carmo do Cajuru,
BR-0977,small_airport,Fazenda Rio Bonito Airport,Costa Rica,
BR-0978,small_airport,Fazenda OrquÃ­deas Airport,Barreiras,
BR-0980,small_airport,Poletto Airstrip,Santa Rita do Trivelato,
BR-0981,small_airport,Feliz Airport,Feliz,
BR-0982,small_airport,Aero Parque TupÃ£ Airport,TupanciretÃ£,
BR-0983,small_airport,Pista Aldeia Pykararankre,SÃ£o FÃ©lix do Xingu,
BR-0985,small_airport,Guatambu PiauÃ­ Airstrip,Santa Rita de CÃ¡ssia,
BR-0986,small_airport,Pista Aldeia PykatÃ´,Cumaru do Norte,
BR-0987,small_airport,Fazenda Bela Vista Airport,Ribas do Rio Pardo,
BR-0988,small_airport,Fazenda Guanandy Airport,Ponta PorÃ£,
BR-0989,small_airport,Fazenda GAP SÃ£o Pedro Airstrip,Uruguaiana,
BR-0995,small_airport,Fazenda Iracema Airport,CÃ¡ceres,
BR-0996,small_airport,Rancho Sinuelo Airport,Caracol,
BR-0999,small_airport,Fazenda Ouro Verde Airport,Porto Alegre do Norte,
BR-1001,small_airport,Fazenda Santo Reis Airport,Lambari d'Oeste,
BR-1002,small_airport,Fazenda Lagoa Nova Airstrip,DamianÃ³polis,
BR-1003,small_airport,Pista Aldeia Aukre,OurilÃ¢ndia do Norte,
BR-1006,small_airport,Molocopote Airstrip,,
BR-ALT,small_airport,Alenquer Airport,Alenquer,ALT
BS-0002,small_airport,Port Nelson Airstrip,Port Nelson,
BS-0003,small_airport,Cape Santa Maria Airstrip,,
BS-0004,small_airport,Cave Cay Airstrip,Cave Cay,
BS-0005,small_airport,Farmers Cay Airstrip,Little Farmers Cay,
BSP,small_airport,Bensbach Airport,Bensbach,BSP
BSV,small_airport,Besakoa Airport,Besakoa,BSV
BUL,small_airport,Bulolo Airport,Bulolo,BUL
BUTL,small_airport,Butlerville Field,Butlerville,
BVR,small_airport,Esperadinha Airport,Brava Island,BVR
BW-0001,small_airport,Two Rivers Airport,Two Rivers,
BW-0002,small_airport,Motopi Airport,Motopi,
BW-0003,small_airport,Seronga Airport,Seronga,
BW-0004,small_airport,Linyanti Airport,Linyanti,
BW-0005,small_airport,Serondella Airport,Serondela,
BW-0006,small_airport,Pom Pom Airport,Pom Pom Camp,
BW-0007,small_airport,Santawani Airport,Santawani Lodge,
BW-0008,small_airport,Tsau Airport,Tsau,
BW-0009,small_airport,Riverside North Airport,,
BW-0011,small_airport,Oxford Airport,Oxford,
BW-0012,small_airport,Xade Airstrip,Xade,
BW-0013,small_airport,Ghaghoo Mine Airport,Gope,
BW-0014,small_airport,Chandia Airstrip,Chandia,
BW-0015,small_airport,Kgoro Pan Airport,,
BW-0016,small_airport,Khutse Airport,Khutse,
BW-0017,small_airport,Khwai North Airport,,
BW-0018,small_airport,Ncamasere Airport,Ncamasere,
BW-0019,small_airport,Etsha Airport,Etsha,
BW-0020,small_airport,Ntswi Airport,Gunn's Camp,
BW-0021,small_airport,Arizona Airport,Arizona Farm,
BW-0022,small_airport,Big Game Airport,Big Game,
BW-0023,small_airport,Sunny Side Airport,Sunny Side,
BW-0024,small_airport,Kwalata Airport,Kwalata Ranch,
BW-0025,small_airport,Jwala Airport,Jwala,
BW-0026,small_airport,Kgwedi Airport,Kgwedi,
BW-0027,small_airport,Chief's Island Airport,,
BW-0028,small_airport,Chief's Camp Airport,,
BW-0029,small_airport,Mombo Camp Airport,,
BW-0030,small_airport,Chitabe Airstrip,,
BW-0032,small_airport,Xakanaxa Airport,Xakanaxa,
BW-0033,small_airport,Kwara Camp Airport,,
BW-0034,small_airport,Shindi Lodge Airport,,
BW-0035,small_airport,New Xade Airport,New Xade,
BW-0036,small_airport,Matsieng Airstrip,Rasesa,
BW-0037,small_airport,Ncojane Airport,Ncojane,
BW-0038,small_airport,Rann Airport,,
BW-0039,small_airport,Sanctuary Stanley Airport,,
BW-0040,small_airport,Ketumetse Airport,,
BW-0041,small_airport,Mapula Airport,,
BW-0042,small_airport,Nxabega Safari Airport,,
BW-0043,small_airport,Masame Airport,Masame,
BW-0044,small_airport,Elephant Sands Airport,,
BW-0045,small_airport,Xhumaga Airport,Xhumaga,
BW-0046,small_airport,Xamaxai Airport,,
BW-0047,small_airport,Kanana Farm Airport,Kanana Farm,
BW-0048,small_airport,Selinda Old Airport,Selinda,
BW-0049,small_airport,Jackalas 1 Airport,Jackalas 1,
BW-0051,small_airport,Central Kalahari Airport,,
BW-0052,small_airport,Nxai Pan Airstrip,,
BW-0053,small_airport,Mmashoro Airport,Mmashoro,
BW-0054,small_airport,Xudum Airport,Xudum,
BW-0055,small_airport,Seba Airport,Seba,
BW-HUK,small_airport,Hukuntsi Airport,Hukuntsi,HUK
BWJ,small_airport,Bawan Airport,,BWJ
BWP,small_airport,Bewani Airport,Bewani,BWP
BXZ,small_airport,Bunsil Airport,Bunsil - Umboi Island,BXZ
BY-0001,medium_airport,Balbasovo Air Base,Orsha,
BY-0003,medium_airport,Bobrovichi Air Base,Kalinovichi,
BY-0004,small_airport,Borovtsy Air Base,Polatsk,
BY-0005,small_airport,Polotsk Airfield,Polotsk,
BY-0006,medium_airport,Osovtsy Air Base,Byaroza,
BY-0008,small_airport,Bel Airport,Krichaw,
BY-0009,small_airport,Lida Air Base,Lida,
BY-0011,small_airport,Aerodrom Belz,,
BY-0012,small_airport,Aerodrom Kukoviatsino,,
BY-0013,small_airport,Mozyr,,
BY-0014,small_airport,Lipki Air Base,,
BY-0015,small_airport,Aerodrom Ozerki,,
BY-0016,small_airport,Gorki,Gorki,
BY-0022,small_airport,Dzerzhinsky Highway Strip,Dzerzhinsky,
BY-0023,small_airport,Bobruisk Aeroclub,Babruysk,
BY-0024,small_airport,Karolin Airfield,Grodno,
BY-0025,small_airport,Voigovka Airfield,Voigovka,
BY-0027,small_airport,Kisyali Airfield,Kisyali,
BY-0028,small_airport,Vidzy Airstrip,Vidzy,
BY-0029,small_airport,KliepaÄy Airstrip,,
BY-0031,small_airport,Suklina Airstrip,,
BY-0032,small_airport,Mazalovo Airstrip,Mazalovo,
BY-4247,small_airport,Pribytki Air Base,Gomel,
BY-9934,small_airport,Luninets Air Base,Luninets,
BYA,small_airport,Boundary Airport,Boundary,BYA
BYL,small_airport,Bella Yella Airport,Beliyela,BYL
BZ-0001,small_airport,Chan Chich Airstrip,Gallon Jug,
BZ-0002,small_airport,Lighthouse Reef Airstrip,Northern Caye,
BZ-0003,small_airport,San Felipe Airstrip,San Felipe,
BZ-0007,small_airport,Privassion Airstrip,,
BZ-BCV,small_airport,Hector Silva Airstrip,Belmopan,BCV
BZ-BGK,medium_airport,Big Creek Airport,Big Creek,BGK
BZ-CUK,medium_airport,Caye Caulker Airport,Caye Caulker,CUK
BZ-CYC,medium_airport,Caye Chapel Airport,Caye Chapel,CYC
BZ-CZH,medium_airport,Corozal Municipal Airport,Corozal,CZH
BZ-DGA,medium_airport,Dangriga Airport,Dangriga,DGA
BZ-INB,small_airport,Independence Airport,Independence,INB
BZ-MDB,small_airport,Melinda Airport,Melinda,MDB
BZ-ORZ,small_airport,Orange Walk Airport,Orange Walk,ORZ
BZ-PLJ,medium_airport,Placencia Airport,Placencia,PLJ
BZ-PND,medium_airport,Punta Gorda Airport,Punta Gorda,PND
BZ-SJX,medium_airport,Sartaneja Airport,Sartaneja,SJX
BZ-SPR,medium_airport,San Pedro Airport,San Pedro,SPR
BZ-SQS,small_airport,Matthew Spain Airport,San Ignacio,SQS
BZ-STU,small_airport,Santa Cruz Airport,Santa Cruz,STU
BZ-SVK,small_airport,Silver Creek Airport,Silver Creek,SVK
BZ-TZA,medium_airport,Belize City Municipal Airport,Belize City,TZA
BZB,medium_airport,Bazaruto Island Airport,Bazaruto Island,BZB
BZM,small_airport,Bemolanga Airport,Bemolanga,BZM
C00,small_airport,Mercer County Airport,Aledo,
C01,small_airport,Southern Cross Airport,Williamstown,
C07,small_airport,Mack Mesa Airport,Mack,
C11,small_airport,Amana Airport,Amana,
C23,small_airport,Peleliu Airport,Babelthuap Island,
C25,small_airport,Waverly Municipal Airport,Waverly,
C37,small_airport,Brodhead Airport,Brodhead,
C40,small_airport,Miller Airport,Bluffton,
C43,small_airport,Hiram Cure Airport,Sunfield,
C44,small_airport,Toutant Airport,Putnam,
C45,small_airport,Manito Mitchell Airport,Manito,
C55,small_airport,Ogle County Airport,Mount Morris,
C56,small_airport,Bult Field,Monee,
C59,small_airport,Lake Lawn Airport,Delavan,
C66,small_airport,Monmouth Municipal Airport,Monmouth,
C72,small_airport,Cross Winds Airport,Clayton,
C82,small_airport,Bresson Airport,Compton,
C86,small_airport,Freeport/Dornink Airport,Freeport,
C89,small_airport,Sylvania Airport,Sturtevant,
C92,small_airport,Mentone Airport,Mentone,
C94,small_airport,Earlville Airport,Earlville,
C97,small_airport,Lowell Airport,Lowell,
C98,small_airport,Lake Village Airport,Lake Village,
CA-0002,small_airport,Pourvoirie Joncas Airstrip,Saint-Lazare,
CA-0015,small_airport,Maxville Airport,Maxville,
CA-0043,small_airport,1669 Diamondview Road Private Strip,Carp,
CA-0062,small_airport,1797 Diamondview Road Private Strip,Carp,
CA-0069,small_airport,Knustford Airstrip,Knutsford,
CA-0088,small_airport,Navan Bearbrook Airport,Ottawa,
CA-0120,small_airport,Voisey's Bay,,
CA-0159,small_airport,Pontiac Airpark,Pontiac,
CA-0178,small_airport,Kaskattama Airstrip,Kaska Goose Lodge,
CA-0297,small_airport,Primrose Airport,Primrose,
CA-0304,small_airport,Ram Falls Airstrip,Ram Falls,
CA-0307,small_airport,Orono / Hawkefield,,
CA-0323,small_airport,Private Airstrip,Hazelton,
CA-0337,small_airport,Nass Camp Airstrip,Nass Camp,
CA-0380,small_airport,Tottenham/Ronan Aerodrome,Tottenham,
CA-0391,small_airport,Ullswater Airport,Ullswater,
CA-0393,small_airport,Upper Kent Airport,Upper Kent,
CA-0411,small_airport,Wingham (Inglis Field) Airport,Wingham,
CA-0416,small_airport,Wrong Lake Airport,,
CA-0424,small_airport,Witwer Airfield,Hazelton,
CA-0425,small_airport,Seeley Lake Field,Hazelton,
CA-0427,small_airport,Disley Airport,Disley,
CA-0428,small_airport,Elbow Airstrip,Elbow,
CA-0430,small_airport,Port Hope (Peter's Field) Airport,Port Hope,
CA-0431,small_airport,Newtonville / Steeves Field,,
CA-0432,small_airport,Regina / Aerogate Airport,Brora,
CA-0442,small_airport,Little's Farm,,
CA-0443,small_airport,Brier Island Airstrip,Westport,
CA-0444,small_airport,Beaverton Airport,,
CA-0446,small_airport,Stuart Island Airstrip,Big Bay,YRR
CA-0447,small_airport,Gamble Field,Harper Corners,
CA-0448,small_airport,Willow Lake Airstrip,,
CA-0449,small_airport,Woodstock Private Airstrip,,
CA-0450,small_airport,Monte Creek Airstrip,Monte Creek,
CA-0451,small_airport,Prichard Airstrip,Pritchard,
CA-0452,small_airport,Courtland / Tillsonburg Flying Club Field,Tillsonburg,
CA-0453,small_airport,Sheridan Lake Airstrip,Sheridan Lake,
CA-0454,small_airport,Baker's Valley Aerodrome,Central Frontenac,
CA-0455,small_airport,Brisbane,,
CA-0456,small_airport,Roseville Field,,
CA-0457,small_airport,L'Ãle d'EntrÃ©e Airfield,L'Ãle d'EntrÃ©e,
CA-0459,small_airport,Seagrave Airfield,,
CA-0460,small_airport,Utica Airfield,,
CA-0461,small_airport,Brougham (High Perspective Hang Glider Port),,
CA-0463,small_airport,Saint-FranÃ§ois-de-Laval (Laval Aviation),,
CA-0465,small_airport,Hampton,,
CA-0466,small_airport,Hampton / Morawetz Field,,
CA-0468,small_airport,Sandford Field,,
CA-0469,small_airport,Belle River Field,,
CA-0470,small_airport,Ruscom Station Field,,
CA-0471,small_airport,Colinville Field,,
CA-0472,small_airport,Tyneside Field,,
CA-0473,small_airport,Burnaby Field,,
CA-0475,small_airport,Dugan Lake Air Strip,,
CA-0481,small_airport,Elizabethville Airstrip,,
CA-0482,small_airport,Brussels / Hemingway Field,,
CA-0492,small_airport,Douro Airfield,,
CA-0493,small_airport,Foxden Farms,,
CA-0495,small_airport,Selby - Howard's Airstrip,,
CA-0497,small_airport,Vulcan / Kirkcaldy Airport,Vulcan,
CA-0498,small_airport,Napanee Airstrip,Napanee,
CA-0502,small_airport,Combermere / Bonnie Brae Airfield,,
CA-0503,small_airport,Linden,"Linden, AB",
CA-0504,small_airport,Mary River Aerodrome,,YMV
CA-0506,small_airport,Newburgh - R.S. (Bob) Clapp Memorial Airstrip,Camden East,
CA-0507,small_airport,Fern's Field,Prince Edward County,
CA-0508,small_airport,Farrow's Field,,
CA-0514,small_airport,Long Sault Airstrip,,
CA-0515,small_airport,Sky Wrench Field,Cochrane,
CA-0516,small_airport,Warren Field,Mount Brydges,
CA-0517,small_airport,Hastings Field,North Pender Island,
CA-0518,small_airport,Ivanhoe Airstrip,Ivanhoe,
CA-0520,small_airport,Lorneville Airstrip,Kawartha Lakes,
CA-0521,small_airport,Mount Forest Roths' Field,Hanover,
CA-0523,small_airport,Roths field,,
CA-0524,small_airport,Varys field,Owen Sound,
CA-0525,small_airport,Flamboro Centre Airport,Flamborough,
CA-0526,small_airport,RiviÃ¨re-aux-Saumons Aerodrome (Private Operator: Safari Anticosti),RiviÃ¨re-aux-Saumons,
CA-0527,small_airport,RiviÃ¨re Bell Airport,,
CA-0528,small_airport,Skydive SWOOP,,
CA-0535,small_airport,Beaverton North,Beaverton,
CA-0536,small_airport,Paterson Field,,
CA-0537,small_airport,Robinson International Air Field,Allan Park,
CA-0538,small_airport,Pretty Estates Resort Airport,,
CA-0549,small_airport,Nicholson Island Private Airstrip,,
CA-0561,small_airport,Griffith Island,,
CA-0562,small_airport,White Cloud Island,,
CA-0563,small_airport,Hay Island Airstrip,Hay Island,
CA-0564,small_airport,Carnie Airfield,Ridgetown,
CA-0567,small_airport,Carlstads Airstrip,Bear Canyon,
CA-0568,small_airport,Prairie Point Airport,La CrÃªte,
CA-0582,small_airport,Bamfield Airstrip,Bamfield,
CA-0584,small_airport,Pointed Mountain Airport,Pointed Mountain,
CA-0594,small_airport,Rednek Air Airport,Coaldale,
CA-0595,small_airport,Didsbury/Minty Field,Didsbury,
CA-0598,small_airport,Bracebridge (Stone Wall Farm) Airport,Bracebridge,
CA-0609,small_airport,Palestine Airport,Kirkfield,
CA-0610,small_airport,Lampman/Spitfire Air Airport,Lampman,
CA-0635,small_airport,Stouffville Airport,WhitchurchâStouffville,
CA-0653,small_airport,Aviation PLMG Inc Airport,Ste-Anne-du-Lac,
CA-0673,medium_airport,Cycd,Nanaimo,
CA-0677,small_airport,Intergalactic,,
CA-0681,small_airport,Twin Creeks Airport,Twin Creeks,
CA-0682,small_airport,Brechin / Skywagon City Airfield,Brechin,
CA-0684,small_airport,Brechin / Ronan Airfield,Brechin,
CA-0687,small_airport,Duplicate Baldwin West,,
CA-0699,small_airport,Bolton Lake Lodge Airstrip,Bolton Lake,
CA-0708,small_airport,Fawcettville Airfield,Prince Edward,
CA-0709,small_airport,Unknown Rural MB Airport,,
CA-0710,small_airport,Lambton Airport,Lambton,
CA03,small_airport,John Myers Airport,Planada,
CA04,small_airport,Flying N Ranch Airport,Cottonwood,
CA05,small_airport,Machado Dusters Airport,Stratford,
CA06,small_airport,Bates Field,Alturas,
CA07,small_airport,Scheidel Ranch Airport,Pleasant Grove,
CA09,small_airport,Round Mountain Ranch Airport,Klamath River,
CA11,small_airport,Mc Cloud Airstrip,Mc Cloud,
CA13,small_airport,Kings River Community College Airport,Reedley,
CA16,small_airport,Holtsmans Airport,Rio Linda,
CA18,small_airport,Sunrise Dusters Airport,Robbins,
CA19,small_airport,Camanche Skypark Airport,Ione,
CA20,small_airport,Eagle's Nest Airport,Ione,
CA21,small_airport,Limberlost Ranch Airport,Rough and Ready,
CA22,small_airport,Lauppes Strip,Sacramento,
CA32,small_airport,San Joaquin Airport,San Joaquin,
CA35,small_airport,San Rafael Airport,San Rafael,
CA38,small_airport,Totem Pole Ranch Airport,Calpine,
CA39,small_airport,Belos Cavalos Airport,Santa Rosa,
CA40,small_airport,Central Valley Aviation Inc Airport,Selma,
CA41,small_airport,Quinn Airport,Selma,
CA42,small_airport,Mc Conville Airstrip,Lake Elsinore,
CA44,small_airport,Sequoia Ranch Airport,Springville,
CA45,small_airport,Stevinson Strip,Stevinson,
CA49,small_airport,Jones Farms Airport,Stratford,
CA51,small_airport,The Sea Ranch Airport,The Sea Ranch,
CA53,small_airport,Tews Field,Redding,
CA54,small_airport,33 Strip,Tracy,
CA57,small_airport,Blake Sky Park Airport,Vacaville,
CA59,small_airport,Vestal Strip,Verona,
CA60,small_airport,Deer Creek Ranch Airport,Vina,
CA62,small_airport,Mc Millan Assault Strip,Camp Roberts,
CA66,small_airport,Monterey Bay Academy Airport,Watsonville,
CA67,small_airport,Westley Airport,Westley,
CA69,small_airport,Avenal Gliderport,Avenal,
CA70,small_airport,Sun Hill Ranch Airport,Helendale,
CA71,small_airport,Horse Shoe A Ranch Airport,Drytown,
CA73,small_airport,Vanderford Ranch Company Airport,Yuba City,
CA76,small_airport,Flying T Ranch Airport,Ramona,
CA84,small_airport,Torrey Pines Gliderport,San Diego,
CA88,small_airport,San Ardo Field,San Ardo,
CA89,small_airport,Skylark Airport,Lake Elsinore,
CA90,small_airport,Cadiz Airstrip,Cadiz,
CA92,small_airport,Paradise Skypark Airport,Paradise,
CA97,small_airport,Christy Airstrip,Santa Barbara,
CAA2,small_airport,St. AndrÃ©-Avellin Aerodrome,St. Andre Avellin,
CAA8,small_airport,Invermere Airport,Invermere,
CAD4,small_airport,Trail Airport,Trail,YZZ
CAD5,small_airport,Merritt Airport,Merritt,YMB
CAE4,small_airport,Tsacha Lake Airport,Tsacha Lake,
CAF2,small_airport,Cayuga East Airport,Cayuga,
CAF4,small_airport,Tsuniah Lake Lodge Airport,Tsuniah Lake Lodge,
CAG3,small_airport,Chilko Lake (Tsylos Park Lodge) Airport,Chilko Lake,CJH
CAH3,small_airport,Courtenay Airpark,Courtenay,YCA
CAH4,small_airport,Valemount Airport,Valemount,
CAJ2,small_airport,Wiley Airport,Eagle Plains,
CAJ3,small_airport,Creston Valley Regional Airport - Art Sutcliffe Field,Creston,CFQ
CAJ4,small_airport,Anahim Lake Airport,Anahim Lake,YAA
CAJ7,small_airport,Cayley A J Flying Ranch Airport,Cayley,
CAJ9,small_airport,Fort Ware Airport,Fort Ware,
CAK3,small_airport,Delta Heritage Air Park,Delta,
CAL3,small_airport,Douglas Lake Airport,Douglas Lake,DGF
CAL4,small_airport,Fort MacKay/Albian Aerodrome,Albian Village,JHL
CAM3,small_airport,Duncan Airport,Duncan,DUQ
CAM4,small_airport,Alhambra / Ahlstrom Airport,Alhambra,
