ident,type,name,iso_region,iata_code
FNPA,medium_airport,Porto Amboim Airport,AO-CUS,PBN
FNPB,small_airport,Sanza Pombo Airport,AO-UIG,
FNSA,medium_airport,Saurimo Airport,AO-LSU,VHC
FNSO,medium_airport,Soyo Airport,AO-ZAI,SZA
FNSU,medium_airport,Sumbe Airport,AO-CUS,NDD
FNTO,small_airport,Toto Airport,AO-UIG,
FNUA,small_airport,Luau Airport,AO-MOX,UAL
FNUB,medium_airport,Lubango Airport,AO-HUI,SDD
FNUE,medium_airport,Luena Airport,AO-MOX,LUO
FNUG,medium_airport,Uige Airport,AO-UIG,UGO
FNWK,small_airport,Waco Kungo Airport,AO-CUS,CEO
FNXA,medium_airport,Xangongo Airport,AO-CNN,XGN
FNZE,small_airport,N'zeto Airport,AO-ZAI,ARZ
FNZG,small_airport,Nzagi Airport,AO-LNO,NZA
FOGB,small_airport,Booue Airport,GA-6,BGB
FOGE,small_airport,Ndende Airport,GA-4,KDN
FOGF,small_airport,Fougamou Airport,GA-4,FOU
FOGG,small_airport,M'Bigou Airport,GA-4,MBC
FOGI,small_airport,Moabi Airport,GA-5,MGX
FOGJ,small_airport,Ville Airport,GA-3,KDJ
FOGK,medium_airport,Koulamoutou Mabimbi Airport,GA-7,KOU
FOGM,medium_airport,Mouilla Ville Airport,GA-4,MJL
FOGO,medium_airport,Oyem Airport,GA-9,OYE
FOGQ,medium_airport,Okondja Airport,GA-2,OKN
FOGR,medium_airport,Lambarene Airport,GA-3,LBQ
FOGV,small_airport,Minvoul Airport,GA-9,MVX
FOOB,medium_airport,Bitam Airport,GA-9,BMM
FOOC,small_airport,Cocobeach Airport,GA-1,
FOOD,small_airport,Moanda Airport,GA-2,MFF
FOOE,small_airport,Mekambo Airport,GA-6,MKB
FOOG,medium_airport,Port Gentil Airport,GA-8,POG
FOOH,medium_airport,Omboue Hopital Airport,GA-8,OMB
FOOI,small_airport,Tchongorove Airport,GA-8,IGE
FOOK,medium_airport,Makokou Airport,GA-6,MKU
FOOL,medium_airport,Libreville Leon M'ba International Airport,GA-1,LBV
FOOM,small_airport,Mitzic Airport,GA-9,MZC
FOON,medium_airport,M'Vengue El Hadj Omar Bongo Ondimba International Airport,GA-2,MVB
FOOR,small_airport,Lastourville Airport,GA-7,LTL
FOOS,small_airport,Sette Cama Airport,GA-8,ZKM
FOOT,small_airport,Tchibanga Airport,GA-5,TCH
FOOY,small_airport,Mayumba Airport,GA-5,MYB
FOY,small_airport,Foya Airport,LR-LO,FOY
FPPR,medium_airport,Principe Airport,ST-P,PCP
FPST,medium_airport,SÃ£o TomÃ© International Airport,ST-S,TMS
FQ49,small_airport,Vila Franca do Save Airport,MZ-I,
FQAG,small_airport,Angoche Airport,MZ-N,ANO
FQBI,small_airport,Bilene Airport,MZ-G,
FQBR,medium_airport,Beira Airport,MZ-S,BEW
FQCB,small_airport,Cuamba Airport,MZ-A,FXO
FQCH,medium_airport,Chimoio Airport,MZ-B,VPY
FQFU,small_airport,Furancungo Airport,MZ-T,
FQIA,small_airport,Inhaca Airport,MZ-L,IHC
FQIN,medium_airport,Inhambane Airport,MZ-I,INH
FQLC,medium_airport,Lichinga Airport,MZ-A,VXC
FQLU,small_airport,Lumbo Airport,MZ-N,LFB
FQMA,large_airport,Maputo Airport,MZ-MPM,MPM
FQMD,medium_airport,Mueda Airport,MZ-P,MUD
FQMP,medium_airport,MocÃ­mboa da Praia Airport,MZ-P,MZB
FQMR,small_airport,Marrupa Airport,MZ-A,
FQNC,small_airport,Nacala Airport,MZ-N,MNC
FQNP,medium_airport,Nampula Airport,MZ-N,APL
FQPB,medium_airport,Pemba Airport,MZ-P,POL
FQPO,small_airport,Ponta do Ouro Airport,MZ-L,PDD
FQQL,medium_airport,Quelimane Airport,MZ-Q,UEL
FQSG,small_airport,Songo Airport,MZ-T,
FQTT,medium_airport,Chingozi Airport,MZ-T,TET
FQUG,small_airport,Ulongwe Airport,MZ-T,
FQVL,medium_airport,Vilankulo Airport,MZ-I,VNX
FQXA,small_airport,Xai-Xai Airport,MZ-G,VJB
FR-0020,small_airport,Escary Aramits,FR-NAQ,
FR-0098,small_airport,Narbonne,FR-OCC,
FR-0158,small_airport,Beauvoir-Sur-Mer,FR-PDL,
FR-0183,small_airport,AÃ©rodrome de Monhoudou,FR-PDL,
FR-0242,small_airport,Saint RÃ©my de Maurienne,FR-ARA,
FR-0246,small_airport,Altisurface d'Aleu,FR-OCC,
FR-0247,small_airport,Artigues Airstrip,FR-OCC,
FR-0248,small_airport,Bacaneres Altiport,FR-OCC,
FR-0249,small_airport,Altisurface de Balesta Nature,FR-OCC,
FR-0250,small_airport,Cabaliros Altiport,FR-OCC,
FR-0251,small_airport,Altisurface de Cap De Barres,FR-OCC,
FR-0252,small_airport,Altisurface de Cap De Pouy,FR-OCC,
FR-0253,small_airport,Altisurface de Castillon De La Laquette,FR-OCC,
FR-0254,small_airport,Cipieres Alpes Dazur ULM,FR-PAC,
FR-0257,small_airport,Altisurface du Clos de Legua,FR-OCC,
FR-0258,small_airport,Altiport du Col De Belledonne,FR-ARA,
FR-0259,small_airport,Altiport du Col de Cenise,FR-ARA,
FR-0261,small_airport,Altiport du Col de la Marrano,FR-OCC,
FR-0262,small_airport,Altiport du Col de Sarenne,FR-ARA,
FR-0263,small_airport,Altiport du Col du BÃ©al,FR-ARA,
FR-0265,small_airport,Altisurface de Coste Del Palm,FR-OCC,
FR-0266,small_airport,Altisurface de Coumely,FR-OCC,
FR-0268,small_airport,Altisurface DÃ´me de la Lauze,FR-ARA,
FR-0269,small_airport,Altisurface de FerrÃ¨re Batmale,FR-OCC,
FR-0270,small_airport,Glacier d'ArgentiÃ¨re Altiport,FR-ARA,
FR-0271,small_airport,Altisurface du Glacier de la Barbaratre,FR-ARA,
FR-0272,small_airport,Altisurface du Glacier de la Chiaupe,FR-ARA,
FR-0273,small_airport,Altiport du Glacier De La Grande Motte,FR-ARA,
FR-0274,small_airport,Altisurface du Glacier de l'Ãtendard,FR-ARA,
FR-0275,small_airport,Glacier de TalÃ¨fre Altiport,FR-ARA,
FR-0276,small_airport,Altisurface du Glacier Du Dome Du Gouter,FR-ARA,
FR-0277,small_airport,Altisurface du Glacier Du Tacul,FR-ARA,
FR-0278,small_airport,Altisurface du Glacier Du Tour,FR-ARA,
FR-0279,small_airport,Altisurface du Glacier Lombard,FR-ARA,
FR-0280,small_airport,Altisurface du Grand Terrus,FR-PAC,
FR-0281,small_airport,Altisurface d'Hautacam,FR-OCC,
FR-0282,small_airport,Altisurface de l'Hippopotame,FR-OCC,
FR-0283,small_airport,Altisurface de Honteyde,FR-OCC,
FR-0284,small_airport,Altisurface d'Isola 2000,FR-PAC,
FR-0286,small_airport,Altisurface de la Jasserie,FR-ARA,
FR-0287,small_airport,Altisurface de la Plagne-Bouirex,FR-OCC,
FR-0288,small_airport,Altisurface de Notre-Dame-de-la-Salette,FR-PAC,
FR-0289,small_airport,La Serre D'aulon Altiport,FR-OCC,
FR-0290,small_airport,Altisurface de La Taillade,FR-ARA,
FR-0291,small_airport,La TÃªte Des Champs Altiport,FR-GES,
FR-0293,small_airport,Altiport de la ToviÃ¨re,FR-ARA,
FR-0294,small_airport,Altisurface de l'Escoulin,FR-ARA,
FR-0295,small_airport,Chateau de Montmeilleur,FR-ARA,
FR-0296,small_airport,Mont Llaret Pic d'Aude Airfield,FR-OCC,
FR-0297,small_airport,Mont Llaret Roc d'Aude Airfield,FR-OCC,
FR-0298,small_airport,Altisurface de Morzine-Avoriaz,FR-ARA,
FR-0299,small_airport,Altisurface de Pene De Soulit,FR-OCC,
FR-0301,small_airport,Altisurface de la Pointe de l'Ouillon,FR-ARA,
FR-0302,small_airport,Altisurface de Praz Sauge et PrÃ© Vernay,FR-ARA,
FR-0303,small_airport,Altisurface des Quatre Veziaux - La Hourquette d'Ancizan,FR-OCC,
FR-0304,small_airport,Altisurface de Saint-Roch MayÃ¨res,FR-ARA,
FR-0305,small_airport,Altisurface de Thorame--Haute Chamatte,FR-PAC,
FR-0306,small_airport,Altisurface de Thorame--Haute Les Serres,FR-PAC,
FR-0307,small_airport,Altisurface de Thorame--Haute Les Serres (2),FR-PAC,
FR-0308,small_airport,Altisurface Uls,FR-OCC,
FR-0309,small_airport,Altiport de Val Thorens,FR-ARA,
FR-0310,small_airport,Altisurface de Valloire - Bonnenuit,FR-ARA,
FR-0311,small_airport,Altisurface de Valmorel,FR-ARA,
FR-0312,small_airport,Altiport de Vaugellaz,FR-ARA,
FR-0313,small_airport,Vers Le Col Du Palet Altiport,FR-ARA,
FR-0314,small_airport,Europa Island Airstrip,TF-U-A,
FR-0320,small_airport,LuÃ§on - Chasnais Aerodrome,FR-PDL,
FR-0321,small_airport,Mens Airstrip,FR-ARA,
FR-0322,small_airport,Col de LÃ¨ques,FR-PAC,
FR-0323,small_airport,Mont sur Meurthe,FR-GES,
FR-0324,small_airport,Verchocq Airpark,FR-HDF,
FR-0326,small_airport,Base ULM de Saint Maurice,FR-NAQ,
FR-0327,small_airport,Crottet-Le Bief ULM,FR-ARA,
FR-0328,small_airport,ULM La Flamengrie,FR-HDF,
FR-0329,small_airport,Ulmodrome de Limoux,FR-NAQ,
FR-0330,small_airport,Base ULM de Kerfot,FR-BRE,
FR-0331,small_airport,Base ULM de Javerlhac,FR-NAQ,
FR-0332,small_airport,Club ULM Haut Doubs,FR-ARA,
FR-0333,small_airport,Envol ULM Alsace,FR-GES,
FR-0334,small_airport,Verneuil en Bourbonnais,FR-ARA,
FR-0335,small_airport,Doucier ULM,FR-BFC,
FR-0337,small_airport,Cabrerets ULM,FR-OCC,
FR-0338,small_airport,BiguÃ¨s Carlucet ULM,FR-OCC,
FR-0339,small_airport,Saint Sigismond ULM,FR-PDL,
FR-0340,small_airport,Ramonchamp ULM,FR-GES,
FR-0341,small_airport,La TrancliÃ¨re Private Airstrip,FR-ARA,
FR-0342,small_airport,Lavours,FR-ARA,
FR-0344,small_airport,Base ULM de Saint Quentin,FR-HDF,
FR-0347,small_airport,Base ULM de Mellac,FR-BRE,
FR-0348,small_airport,La Motte du Caire Glider Field,FR-PAC,
FR-0349,small_airport,AÃ©rodrome de Saint-Aubin La Plaine,FR-PDL,
FR-0353,small_airport,Base Ulm du Val de l'Ailette,FR-HDF,
FR-0355,small_airport,Troye d'AriÃ¨ge ULM,FR-OCC,
FR-0356,small_airport,Seyne les Alpes Glider Field,FR-PAC,
FR-0362,small_airport,Base ULM de Fresnoy le Grand,FR-HDF,
FR-0370,small_airport,Gaussan ULM,FR-OCC,
FR-0371,small_airport,Fromissard ULM,FR-OCC,
FR-0374,small_airport,Corbonod-Seyssel Private,FR-ARA,
FR-0380,small_airport,Base ULM des Bories,FR-OCC,
FR-0381,small_airport,Base ULM de Fontaine les Clerval,FR-BFC,
FR-0382,small_airport,Base ULM du Petit Fay,FR-BFC,
FR-0383,small_airport,Base ULM d'Aghione Casone,FR-COR,
FR-0384,small_airport,Base ULM du Forez,FR-ARA,
FR-0390,small_airport,Saint Suffren private UL strip,FR-PAC,
FR-0391,small_airport,AÃ©rodrome d'Aynac ULM,FR-OCC,
FR-0392,small_airport,Col de Bacchus Airstrip,FR-ARA,
FR-0393,small_airport,AÃ©rodrome de Loupiac,FR-OCC,
FR-0394,small_airport,AÃ©rodrome de Lacave le Frau,FR-OCC,
FR-0395,small_airport,AÃ©rodrome de Peyrillac,FR-NAQ,
FR-0398,small_airport,St Laurent de la Salanque Airbase,FR-OCC,
FR-0399,small_airport,Base ULM Corneilla de la RiviÃ¨re,FR-OCC,
FR-0400,small_airport,Base ULM Saint GÃ©nis,FR-OCC,
FR-0401,small_airport,Sadournin Airfield,FR-OCC,
FR-0402,small_airport,Base ULM de Larreule,FR-OCC,
FR-0403,small_airport,Sauveterre Airfield,FR-OCC,
FR-0404,small_airport,Sarriac Bigorre Airfield,FR-OCC,
FR-0405,small_airport,AÃ©rodrome de L'Isle-en-Dodon,FR-OCC,
FR-0406,small_airport,Vallon des Bergons,FR-OCC,
FR-0408,small_airport,Torre-Blanc Llauro,FR-OCC,
FR-0409,small_airport,Super Bareges - Plateau de Monhaillat,FR-OCC,
FR-0410,small_airport,Villeneuve du Latou Airfield,FR-OCC,
FR-0411,small_airport,Montpezat d'Agenais,FR-NAQ,
FR-0412,small_airport,Base ULM du Sarrat,FR-OCC,
FR-0413,small_airport,Altiport d'Ustou,FR-OCC,
FR-0414,small_airport,Base ULM du Fousseret,FR-OCC,
FR-0415,small_airport,Aerodrome de Bois de la Pierre,FR-OCC,
FR-0416,small_airport,AÃ©rodrome de SabonnÃ¨res,FR-OCC,
FR-0417,small_airport,Base ULM de Labastide St Sernin,FR-OCC,
FR-0418,small_airport,Marmouzet Airfield,FR-OCC,
FR-0419,small_airport,Base ULM Le Tucoulet,FR-OCC,
FR-0421,small_airport,LF2621 - Altisurface de Faucon,FR-ARA,
FSAL,small_airport,Alphonse Airport,SC-15,
FSAS,small_airport,Assumption Island Airport,SC-U-A,
FSDA,small_airport,Darros Airport,SC-15,
FSDR,small_airport,Desroches Airport,SC-15,DES
FSFA,small_airport,Farquhar Airport,SC-15,
FSIA,large_airport,Seychelles International Airport,SC-20,SEZ
FSL,small_airport,Fossil Downs Airport,AU-WA,FSL
FSMA,small_airport,Marie-Louise Airport,SC-15,
FSPL,small_airport,Platte Airport,SC-15,
FSPP,medium_airport,Praslin Airport,SC-14,PRI
FSSA,small_airport,Astove Island Airport,SC-U-A,
FSSB,small_airport,Bird Island Airport,SC-15,BDI
FSSC,small_airport,Coetivy Airport,SC-15,
FSSD,small_airport,Denis Island Airport,SC-15,DEI
FSSF,small_airport,FrÃ©gate Island Airport,SC-15,FRK
FSSR,small_airport,Remire Island Airport,SC-15,
FTTA,small_airport,Sarh Airport,TD-MC,SRH
FTTB,small_airport,Bongor Airport,TD-MK,OGR
FTTC,medium_airport,Abeche Airport,TD-OD,AEH
FTTD,medium_airport,Moundou Airport,TD-LO,MQQ
FTTE,small_airport,Biltine Airport,TD-BI,
FTTF,small_airport,Fada Airport,TD-BET,
FTTG,small_airport,Goz-Beida Airport,TD-OD,
FTTH,small_airport,Lai Airport,TD-TA,LTC
FTTI,small_airport,Ati Airport,TD-BA,ATV
FTTJ,large_airport,N'Djamena International Airport,TD-CB,NDJ
FTTK,small_airport,Bokoro Airport,TD-CB,BKR
FTTL,small_airport,Bol Airport,TD-LC,OTC
FTTM,small_airport,Mongo Airport,TD-GR,MVO
FTTN,small_airport,Am Timan Airport,TD-SA,AMC
FTTP,small_airport,Pala Airport,TD-MK,PLF
FTTR,small_airport,Zouar Airport,TD-BET,
FTTS,small_airport,Bousso Airport,TD-CB,OUT
FTTU,small_airport,Mao Airport,TD-KA,AMO
FTTY,medium_airport,Faya Largeau Airport,TD-BET,FYT
FTTZ,small_airport,Bardai Zougra Airport,TD-BET,
FUB,small_airport,Fulleborn Airport,PG-EBR,FUB
FV76,small_airport,Kwekwe East Airport,ZW-MI,
FV77,small_airport,Mhangura Airport,ZW-MW,
FVAB,small_airport,Aberdeen Airport,ZW-MA,
FVAE,small_airport,Braebourne Airport,ZW-MC,
FVBB,small_airport,Beit Bridge Airport,ZW-MS,
FVBI,small_airport,Binga Airport,ZW-MN,
FVBL,small_airport,Mabalauta Airport,ZW-MV,
FVBM,small_airport,Bumi Airport,ZW-MW,BZH
FVBO,small_airport,Bosbury Airport,ZW-MW,
FVBU,medium_airport,Joshua Mqabuko Nkomo International Airport,ZW-BU,BUQ
FVCC,small_airport,C.C. Strip,ZW-MW,
FVCD,small_airport,Chirundu Airport,ZW-MW,
FVCE,small_airport,Celina Airport,ZW-MC,
FVCH,small_airport,Chipinge Airport,ZW-MA,CHJ
FVCM,small_airport,Cam+Motor Airport,ZW-MW,
FVCN,small_airport,Centenary Airport,ZW-MC,
FVCP,small_airport,Charles Prince Airport,ZW-HA,
FVCR,small_airport,Chizarira Airport,ZW-MN,
FVCV,small_airport,Chivu Airport,ZW-MI,
FVCZ,medium_airport,Buffalo Range Airport,ZW-MV,BFO
FVDA,small_airport,Dawsons Airport,ZW-MC,
FVDE,small_airport,Deka Airport,ZW-MN,
FVDU,small_airport,Dudley Airport,ZW-ME,
FVED,small_airport,Eduan Airport,ZW-MI,
FVFA,medium_airport,Victoria Falls International Airport,ZW-MN,VFA
FVFG,small_airport,Fothergill Airport,ZW-MW,
FVFI,small_airport,Filabusi Airport,ZW-MS,
FVGB,small_airport,Gombera Airport,ZW-MW,
FVGD,small_airport,Gwanda Airport,ZW-MS,
FVGG,small_airport,Gachegache Airport,ZW-MW,
FVGO,small_airport,Gokwe Airport,ZW-MI,
FVGR,small_airport,Grand Reef Airport,ZW-MA,
FVGT,small_airport,Gaths Mine Airport,ZW-MV,
FVGW,small_airport,Gweru Airport,ZW-MI,
FVHA,large_airport,Robert Gabriel Mugabe International Airport,ZW-HA,HRE
FVHP,small_airport,Home Park Airport,ZW-ME,
FVHY,small_airport,Hippo Valley Airport,ZW-MV,
FVIN,small_airport,Induna Airport,ZW-MN,
FVIP,small_airport,Impinge Airport,ZW-MC,
FVIT,small_airport,Itafa Airport,ZW-MW,
FVKB,medium_airport,Kariba International Airport,ZW-MW,KAB
FVKK,small_airport,Kwekwe Airport,ZW-MI,
FVKW,small_airport,Mkwasine Airport,ZW-MV,
FVKZ,small_airport,Kezi Airport,ZW-MS,
FVLA,small_airport,Langford Airport,ZW-ME,
FVLG,small_airport,Longuiel Airport,ZW-MW,
FVLS,small_airport,Lonestar Airfield,ZW-MV,
FVLU,small_airport,Lusulu Airport,ZW-MN,
FVMA,small_airport,Marondera Airport,ZW-ME,
FVMB,small_airport,Mashumbi Airport,ZW-MC,
FVMC,small_airport,Hwange Main Camp Airfield,ZW-U-A,
FVMD,small_airport,Mount Darwin Airport,ZW-MC,
FVMF,small_airport,Mabikwa Airport,ZW-MN,
FVMH,small_airport,Mahenye Airport,ZW-MA,MJW
FVMK,small_airport,Mkonono Airport,ZW-MW,
FVML,small_airport,Mlibizi Airstrip,ZW-MN,
FVMN,small_airport,Mana Pools Airport,ZW-MW,
FVMS,small_airport,Middle Sabi Airport,ZW-MA,
FVMT,medium_airport,Mutoko Airport,ZW-ME,
FVMU,small_airport,Mutare Airport,ZW-MA,UTA
FVMV,medium_airport,Masvingo International Airport,ZW-MV,MVZ
FVMW,small_airport,Murewa Airport,ZW-ME,
FVNY,small_airport,Nyanyadzi Airport,ZW-MA,
FVOT,small_airport,Kotwa Airport,ZW-ME,
FVPL,small_airport,Plumtree Airport,ZW-MS,
FVRA,small_airport,Ratelshoek Airport,ZW-MA,
FVRB,small_airport,Barberton Lodge Airfield,ZW-MI,
FVRE,small_airport,Renroc Airport,ZW-MW,
FVRF,small_airport,Rifa Airstrip,ZW-U-A,
FVRI,small_airport,Kipling's Rukari Airstrip,ZW-U-A,
FVRT,small_airport,Rutenga Airport,ZW-MV,
FVRU,small_airport,Rusape Airport,ZW-MA,
FVSC,small_airport,Zisco Airport,ZW-MI,
FVSE,small_airport,Sanyati Estate Airport,ZW-MW,
FVSH,small_airport,Zvishavane Airport,ZW-MI,
FVSN,small_airport,Sun Yet Sen Airport,ZW-MS,
FVSV,small_airport,Spray View Airport,ZW-MN,
FVSX,small_airport,Sengwa Gorge Airport,ZW-MI,
FVSY,small_airport,Siyalima Airport,ZW-MC,
FVTA,small_airport,Tashinga Airport,ZW-MW,
FVTB,small_airport,Tiger Bay Airstrip,ZW-MW,
FVTD,small_airport,Tinfields Airport,ZW-MV,
FVTE,small_airport,Tengwe Airport,ZW-MW,
FVTJ,small_airport,Tonje Airport,ZW-MA,
FVTL,medium_airport,Thornhill Air Base,ZW-MI,GWE
FVTS,small_airport,Tsholothso Airport,ZW-MN,
FVTU,small_airport,Tuli Airport,ZW-MS,
FVWD,small_airport,Wedza Airport,ZW-ME,
FVWN,medium_airport,Hwange National Park Airport,ZW-MN,HWN
FVWT,small_airport,Hwange (Town) Airport,ZW-MN,WKI
FVYB,small_airport,Yomba Airport,ZW-MW,
FVYT,small_airport,Inyati Airport,ZW-MN,
FVZC,small_airport,Zisco Airport,ZW-MI,
FVZK,small_airport,Zaka Airport,ZW-MV,
FWB,small_airport,Branson West Airport,US-MO,
FWBG,small_airport,Bangula Airport,MW-NS,
FWCB,small_airport,Chilumba Prv Airport,MW-KR,
FWCD,small_airport,Chelinda Malawi Airport,MW-RU,CEH
FWCL,medium_airport,Chileka International Airport,MW-BL,BLZ
FWCM,small_airport,Club Makokola Airport,MW-MG,CMK
FWCS,small_airport,Ntchisi Airport,MW-NI,
FWCT,small_airport,Chitipa Airport,MW-CT,
FWDW,medium_airport,Dwangwa Airport,MW-NK,DWA
FWKA,medium_airport,Karonga Airport,MW-KR,KGJ
FWKG,small_airport,Kasungu Airport,MW-KS,KBQ
FWKI,medium_airport,Lilongwe International Airport,MW-LI,LLW
FWKK,small_airport,Nkhota Kota Airport,MW-NK,
FWLE,small_airport,Old Lilongwe Airport,MW-LI,
FWLK,small_airport,Likoma Island Airport,MW-LK,LIX
FWLP,small_airport,Lifupa Airport,MW-KS,
FWMC,small_airport,Mchinji Airport,MW-MC,
FWMG,medium_airport,Mangochi Airport,MW-MG,MAI
FWMY,small_airport,Monkey Bay Airport,MW-MG,MYZ
FWMZ,small_airport,Mzimba Airport,MW-MZ,
FWNB,small_airport,Ngabu Airport,MW-CK,
FWSJ,small_airport,Nsanje Airport,MW-NS,
FWSM,small_airport,Salima Airport,MW-SA,LMB
FWSU,small_airport,Nchalo Sucoma Airport,MW-CK,
FWTK,small_airport,Mtakatata Airport,MW-DE,
FWUU,medium_airport,Mzuzu Airport,MW-MZ,ZZU
FWZA,small_airport,Zomba Airport,MW-ZO,
FXBB,small_airport,Bobete Airport,LS-K,
FXKA,small_airport,Katse Airport,LS-K,
FXKB,small_airport,Kolberg Airport,LS-K,
FXLK,small_airport,Lebakeng Airport,LS-H,LEF
FXLR,small_airport,Leribe Airport,LS-C,LRB
FXLS,small_airport,Lesobeng Airport,LS-F,LES
FXLT,small_airport,Letseng Airport,LS-J,
FXM,small_airport,Flaxman Island Airstrip,US-AK,
FXMA,small_airport,Matsaile Airport,LS-K,
FXMF,small_airport,Mafeteng Airport,LS-E,MFC
FXMH,small_airport,Mohale's Hoek Airport,LS-F,
FXMK,small_airport,Mokhotlong Airport,LS-J,MKH
FXML,small_airport,Malefiloane Airstrip,LS-J,
FXMM,medium_airport,Moshoeshoe I International Airport,LS-A,MSU
FXMN,small_airport,Mantsonyane Airport,LS-K,
FXMP,small_airport,Mohlanapeng Airport,LS-K,
FXMS,small_airport,Mashai Store Airport,LS-K,
FXMT,small_airport,Matabeng Store Airport,LS-K,
FXMU,small_airport,Mejametalana Airbase,LS-A,
FXMV,small_airport,Matabeng Village Airport,LS-K,
FXNH,small_airport,Nohanas Airport,LS-F,
FXNK,small_airport,Nkaus Airport,LS-F,NKU
FXPG,small_airport,Pelaneng Airport,LS-C,PEL
FXQG,small_airport,Quthing Airport,LS-G,UTG
FXQN,small_airport,Qacha's Nek Airport,LS-H,UNE
FXSE,small_airport,Sehlabathebe Airport,LS-H,
FXSH,small_airport,Sehonghong Airport,LS-K,SHK
FXSK,small_airport,Sekakes Airport,LS-H,SKQ
FXSM,small_airport,Semonkong Airport,LS-A,SOK
FXSS,small_airport,Seshutes Airport,LS-C,SHZ
FXST,small_airport,St. Theresa Airport,LS-K,
FXTA,small_airport,Thaba-Tseka Airport,LS-K,THB
FXTB,small_airport,Tebellong Airport,LS-H,
FXTK,small_airport,Tlokoeng Airport,LS-J,TKO
FYAA,small_airport,Ai-Ais Airport,NA-KU,AIW
FYAB,small_airport,Aroab B Airport,NA-KA,
FYAK,small_airport,Aussenkehr Airport,NA-KA,
FYAM,small_airport,Aminuis Airstrip,NA-OH,
FYAR,medium_airport,Arandis Airport,NA-ER,ADI
FYAS,small_airport,Aus Airport,NA-KA,
FYAV,small_airport,Ariamsvley Airport,NA-KA,
FYBC,small_airport,Bethanien Airport,NA-KA,
FYBJ,small_airport,Bitterwasser Lodge & Flying Club Airfield,NA-HA,
FYEK,small_airport,Epukiro Airport,NA-OH,
FYEN,small_airport,Eenhana Airport,NA-OW,
FYGB,small_airport,Gobabis Airport,NA-OH,GOG
FYGC,small_airport,Gochas Airstrip,NA-HA,
FYGF,medium_airport,Grootfontein Airport,NA-OD,GFY
FYGK,small_airport,Farm Whitwater East Landing Strip,NA-HA,
FYGL,small_airport,Omaruru Game Lodge Airport,NA-ER,
FYGV,small_airport,Gravenstein Prv Airport,NA-KH,
FYHH,small_airport,Helmeringhausen Airport,NA-KA,
FYHI,small_airport,Halali Airport,NA-OT,HAL
FYHS,small_airport,Hobas Airport,NA-KA,
FYIA,small_airport,Intu Africa Pan Airport,NA-HA,
FYKA,small_airport,Karibib Airport,NA-ER,
FYKB,small_airport,Karasburg Airport,NA-KA,KAS
FYKD,small_airport,Kalkfeld Airport,NA-OD,
FYKE,small_airport,Kalahari Game Lodge Airport,NA-HA,
FYKJ,small_airport,Kamanjab Airport,NA-KU,
FYKM,small_airport,Katima Mulilo Airport,NA-CA,MPA
FYKT,medium_airport,Keetmanshoop Airport,NA-KA,KMP
FYLS,small_airport,Lianshulu Airport,NA-CA,LHU
FYLZ,medium_airport,Luderitz Airport,NA-KA,LUD
FYMB,small_airport,Meob Bay Landing Site,NA-HA,
FYME,small_airport,Mount Etjo Airport,NA-OD,MJO
FYMG,small_airport,Midgard Airport,NA-OD,MQG
FYMH,small_airport,Maltahoehe Airstrip,NA-HA,
FYML,medium_airport,Mariental Airport,NA-HA,
FYMO,small_airport,Mokuti Lodge Airport,NA-OT,OKU
FYNA,small_airport,Namutoni Airport,NA-OT,NNI
FYOA,medium_airport,Ondangwa Airport,NA-ON,OND
FYOE,small_airport,Omega Airport,NA-KE,OMG
FYOG,medium_airport,Oranjemund Airport,NA-KA,OMD
FYOH,small_airport,Okahao Airport,NA-OS,
FYOJ,small_airport,Outjo Airport,NA-KU,
FYOM,small_airport,Omaruru Airport,NA-ER,
FYON,small_airport,Okahandja Airstrip,NA-OD,
FYOO,small_airport,Okaukuejo Airport,NA-KU,OKF
FYOP,small_airport,Opuwa Airport,NA-KU,OPW
FYOS,small_airport,Oshakati Airport,NA-ON,OHI
FYOU,small_airport,Operet Airport,NA-OT,
FYOW,small_airport,Otjiwarongo Airport,NA-OH,OTJ
FYPO,small_airport,Pokweni Glider Airport,NA-HA,
FYRC,small_airport,Ruacana Airport,NA-KU,
FYRR,small_airport,Rag Rock Airport,NA-KU,
FYRU,medium_airport,Rundu Airport,NA-KE,NDU
FYSA,small_airport,Skorpion Mine Airport,NA-KA,RHN
